deliverydate,peaktype,coast,east,far_west,north,north_c,southern,south_c,west,total
10/2/2019 0:00,PeakWD,15326,2143,3772,1216,18689,4576,9437,1668,56831
10/3/2019 0:00,PeakWD,15158,2133,3647,1200,18575,4316,9294,1733,56060
10/4/2019 0:00,PeakWD,15092,2061,3640,1114,17117,4271,9000,1593,53891
10/7/2019 0:00,PeakWD,13910,1590,3420,912,13103,4273,7615,1298,46124
10/8/2019 0:00,PeakWD,12688,1579,3377,970,12907,4141,7377,1543,44585
10/9/2019 0:00,PeakWD,13980,1781,3719,1082,15053,4510,8602,1666,50395
10/10/2019 0:00,PeakWD,15270,2038,3664,1128,16289,4769,9520,1786,54468
10/11/2019 0:00,PeakWD,10631,1361,3457,820,10836,3483,5629,1159,37380
10/14/2019 0:00,PeakWD,13764,1596,3633,924,12092,4289,7779,1312,45392
10/15/2019 0:00,PeakWD,15076,1772,3642,1088,14130,4606,8588,1387,50293
10/16/2019 0:00,PeakWD,10846,1410,3444,894,10932,3654,5861,1110,38154
10/17/2019 0:00,PeakWD,9704,1405,3435,924,11008,3265,5825,1294,36863
10/18/2019 0:00,PeakWD,11102,1433,3578,895,11145,3811,6282,1461,39711
10/21/2019 0:00,PeakWD,11669,1560,3477,869,11500,3988,6570,1296,40933
10/22/2019 0:00,PeakWD,10500,1472,3514,875,11074,3586,6157,1168,38350
10/23/2019 0:00,PeakWD,11014,1417,3565,928,11751,3829,6668,1282,40457
10/24/2019 0:00,PeakWD,12045,1511,3442,944,11450,4069,6823,1440,41728
10/25/2019 0:00,PeakWD,10009,1405,3540,901,12028,2720,5808,1306,37720
10/28/2019 0:00,PeakWD,11039,1435,3558,885,11252,3589,6186,1281,39226
10/29/2019 0:00,PeakWD,11074,1416,3604,975,12745,3833,5879,1351,40881
10/30/2019 0:00,PeakWD,10316,1540,3831,1082,14487,3383,6824,1527,42993
10/31/2019 0:00,PeakWD,10873,1634,3310,1050,13869,2964,6876,1491,42070
11/1/2019 0:00,PeakWD,10494,1555,3279,996,12673,2758,6393,1439,39592
11/4/2019 0:00,PeakWD,10721,1400,3412,880,11363,3351,6052,1357,38538
11/5/2019 0:00,PeakWD,11652,1518,3454,858,11292,3631,6505,1267,40181
11/6/2019 0:00,PeakWD,11415,1523,3279,834,11607,3658,6703,1495,40517
11/7/2019 0:00,PeakWD,10691,1472,3518,991,12878,3703,6108,1645,41011
11/8/2019 0:00,PeakWD,10798,1574,3612,956,12601,3049,6837,1391,40821
11/11/2019 0:00,PeakWD,10799,1625,3908,1101,15164,3309,6803,1658,44370
11/12/2019 0:00,PeakWD,12593,2037,3740,1204,16992,4548,8750,1660,51529
11/13/2019 0:00,PeakWD,11996,1895,3727,1062,15727,4225,8361,1563,48560
11/14/2019 0:00,PeakWD,11692,1814,3719,963,13155,3635,7895,1396,44272
11/15/2019 0:00,PeakWD,10243,1573,3586,965,12486,3070,6528,1394,39848
11/18/2019 0:00,PeakWD,9924,1489,3666,874,11594,2992,5893,1171,37608
11/19/2019 0:00,PeakWD,10078,1469,3606,865,11520,3082,5854,1257,37733
11/20/2019 0:00,PeakWD,10709,1445,3610,861,11674,3386,6239,1320,39246
11/21/2019 0:00,PeakWD,11477,1481,3614,854,11764,3444,6392,1299,40329
11/22/2019 0:00,PeakWD,10783,1485,3664,979,12734,3146,5869,1337,40000
11/25/2019 0:00,PeakWD,10970,1449,3700,867,11331,3259,6021,1244,38844
11/26/2019 0:00,PeakWD,12094,1494,3592,888,11426,3358,6126,1322,40305
11/27/2019 0:00,PeakWD,10371,1438,3840,972,12653,2976,6083,1361,39698
11/29/2019 0:00,PeakWD,11065,1312,3748,886,11530,3211,5733,1194,38682
12/2/2019 0:00,PeakWD,10910,1638,3566,991,12830,2917,6243,1438,40536
12/3/2019 0:00,PeakWD,10975,1550,3621,935,12006,3000,6080,1250,39420
12/4/2019 0:00,PeakWD,10842,1518,3626,922,11809,3045,5889,1344,38998
12/5/2019 0:00,PeakWD,10985,1494,3542,890,11571,3233,5955,1360,39034
12/6/2019 0:00,PeakWD,11083,1418,3612,936,11442,3137,5752,1260,38643
12/9/2019 0:00,PeakWD,12384,1408,3673,949,11886,3408,6264,1327,41303
12/10/2019 0:00,PeakWD,11443,1719,3733,1121,15266,3251,7317,1556,45408
12/11/2019 0:00,PeakWD,11376,1616,3764,1083,13976,3520,7147,1554,44040
12/12/2019 0:00,PeakWD,11103,1575,3718,1011,13109,3092,6722,1345,41679
12/13/2019 0:00,PeakWD,10842,1424,3730,976,12061,2975,6058,1258,39328
12/16/2019 0:00,PeakWD,11364,1687,3872,1144,15900,3294,6566,1448,45276
12/17/2019 0:00,PeakWD,12167,1825,3797,1110,15124,3501,7658,1530,46716
12/18/2019 0:00,PeakWD,12039,1737,3758,1033,13892,3446,7256,1528,44692
12/19/2019 0:00,PeakWD,11784,1742,4009,1008,13864,3178,7161,1443,44192
12/20/2019 0:00,PeakWD,11598,1750,3724,1022,14237,3038,7036,1436,43845
12/23/2019 0:00,PeakWD,10748,1539,3740,930,12540,3093,6354,1274,40222
12/24/2019 0:00,PeakWD,10264,1318,3730,850,11301,2975,5898,1225,37565
12/26/2019 0:00,PeakWD,10397,1341,3729,832,11119,2974,5698,1192,37286
12/27/2019 0:00,PeakWD,10320,1340,3865,809,10982,3033,5686,1086,37123
12/30/2019 0:00,PeakWD,10689,1560,3646,996,13343,2961,6418,1398,41015
12/31/2019 0:00,PeakWD,10612,1514,3713,977,12731,3007,6373,1301,40232
